task_id,task_name,measurement,processed_task_name,cluster,general_name
951,Подвеска провода через преграды (вкл. водные) в три нитки с тросом с помощью механизмов 35-500 кВ,переход,подвеска провода преграды вкл водные нитки тросом помощью механизмов кв,109,нитки провода кв вкл подвеска
952,Монтаж кабельных муфт до 10 кВ,шт,монтаж кабельных муфт кв,118,муфт кабельных кв демонтаж монтаж
953,Монтаж изоляторов напряжением до 10 кВ,шт,монтаж изоляторов напряжением кв,110,изоляторов напряжением кв демонтаж монтаж
954,Монтаж разъединителей,шт,монтаж разъединителей,231,разъединителей демонтаж монтаж эхз конструкции
955,"Монтаж электротехнических элементов (ОПН, РВО, РДИП, УЗАП, УЗИП)",компл,монтаж электротехнических элементов опн рво рдип узап узип,236,рдип узип узап электротехнических опн
956,"Монтаж электротехнического оборудования (МТПО, АПС, ПКУЭ)",компл,монтаж электротехнического оборудования мтпо апс пкуэ,188,мтпо пкуэ апс электротехнического оборудования
957,Монтаж оборудования массой до 3 тн,шт,монтаж оборудования массой тн,276,тн оборудования массой демонтаж монтаж
958,Монтаж оборудования массой до 13 тн,шт,монтаж оборудования массой тн,276,тн оборудования массой демонтаж монтаж
959,Монтаж оборудования массой до 27 тн,шт,монтаж оборудования массой тн,276,тн оборудования массой демонтаж монтаж
960,Монтаж оборудования массой до 60 тн,шт,монтаж оборудования массой тн,276,тн оборудования массой демонтаж монтаж
961,Монтаж оборудования массой до 125 тн,шт,монтаж оборудования массой тн,276,тн оборудования массой демонтаж монтаж
962,Монтаж оборудования массой до 250 тн,шт,монтаж оборудования массой тн,276,тн оборудования массой демонтаж монтаж
963,Досборка оборудования,компл,досборка оборудования,190,оборудования ис внутренних досборка монтаж
964,Монтаж блок-боксов контейнерного типа,шт,монтаж блокбоксов контейнерного типа,257,блокбоксов контейнерного типа демонтаж монтаж
965,Транспортировка ОПИ и сыпучих материалов,т,транспортировка опи сыпучих материалов,173,опи сыпучих материалов транспортировка конструкций
966,Транспортировка МТР и Оборудования,т,транспортировка мтр оборудования,174,мтр транспортировка оборудования линейных конструкции
967,Перевозка леса,т,перевозка леса,235,леса перевозка эхз конструкции коробов
968,Транспортировка воды,т,транспортировка воды,175,воды транспортировка подъем разных предметов
969,Вывоз труб на трассу,т,вывоз труб трассу,180,трассу вывоз труб эхз конструкций
970,Транспортировка ОПИ и сыпучих материалов,т/км,транспортировка опи сыпучих материалов,173,опи сыпучих материалов транспортировка конструкций
971,Транспортировка МТР и Оборудования,т/км,транспортировка мтр оборудования,174,мтр транспортировка оборудования линейных конструкции
972,Перевозка леса,т/км,перевозка леса,235,леса перевозка эхз конструкции коробов
973,Транспортировка воды,т/км,транспортировка воды,175,воды транспортировка подъем разных предметов
974,Вывоз труб на трассу,т/км,вывоз труб трассу,180,трассу вывоз труб эхз конструкций
975,Комплекс работ по устройству общежития блочно-модульного типа,к.м.,комплекс работ устройству общежития блочномодульного типа,182,общежития блочномодульного работ комплекс типа
976,Комплекс работ по расширению общежития блочно-модульного типа,к.м.,комплекс работ расширению общежития блочномодульного типа,182,общежития блочномодульного работ комплекс типа
977,Устройство производственного ВЗиС (склад),шт,устройство производственного взис склад,162,производственного склад взис устройство демонтаж
978,Устройство стоянки техники и автотранспорта,шт,устройство стоянки техники автотранспорта,163,стоянки автотранспорта техники устройство демонтаж
979,Устройство емкости канализационных стоков,шт,устройство емкости канализационных стоков,161,канализационных емкости стоков устройство демонтаж
980,Устройство водоподающей станции,шт,устройство водоподающей станции,196,водоподающей станции устройство демонтаж эхз
981,Устройство КПП (шлагбаум),шт,устройство кпп шлагбаум,158,кпп шлагбаум устройство демонтаж эхз
982,Комплекс работ по возведению ВЖК из вагон-домов,к.м.,комплекс работ возведению вжк вагондомов,183,вжк вагондомов комбинированного возведению комплекс
983,Комплекс работ по возведению ВЖК комбинированного типа,к.м.,комплекс работ возведению вжк комбинированного типа,183,вжк вагондомов комбинированного возведению комплекс
984,Штробление каналов,м,штробление каналов,254,водоотлив лесовосстановление металлорукава посев обоями
985,Разборка кирпичных стен,м3,разборка кирпичных стен,127,кирпичных разборка мелкоблочных стен конструкций
986,Разборка перегородок,м2,разборка перегородок,263,перегородок гкл разборка бетонирование стен
987,Сверление отверстий в стенах,м3,сверление отверстий стенах,254,водоотлив лесовосстановление металлорукава посев обоями
988,Демонтаж: конструкции сборные бетонные и железобетонные,м3,демонтаж конструкции сборные бетонные железобетонные,172,конструкции монолитные бетонные железобетонные разборка
989,"""	Разборка: кирпичных и мелкоблочных конструкций""",м3,разборка кирпичных мелкоблочных конструкций,127,кирпичных разборка мелкоблочных стен конструкций
990,Установка защитных настилов,м2,установка защитных настилов,252,установка настилов защитных слива конденсата
991,Демонтаж: конструкции монолитные бетонные,м3,демонтаж конструкции монолитные бетонные,172,конструкции монолитные бетонные железобетонные разборка
992,Демонтаж: конструкции монолитные железобетонные,м3,демонтаж конструкции монолитные железобетонные,172,конструкции монолитные бетонные железобетонные разборка
993,Разборка: конструкции монолитные бетонные,м3,разборка конструкции монолитные бетонные,172,конструкции монолитные бетонные железобетонные разборка
994,Разборка: конструкции монолитные железобетонные,м3,разборка конструкции монолитные железобетонные,172,конструкции монолитные бетонные железобетонные разборка
995,"Демонтаж м/к зданий, строений и сооружений",т,демонтаж мк зданий строений сооружений,130,сооружений зданий мк каркасов строений
996,Демонтаж теплоизоляционного экрана,м3,демонтаж теплоизоляционного экрана,156,экрана теплоизоляционного устройство демонтаж эхз
997,Демонтаж рулонных геоматериалов (без заполнения),м2,демонтаж рулонных геоматериалов заполнения,205,заполнения геоматериалов рулонных укладка демонтаж
998,"Демонтаж геоматов, георешеток и геоматриц с заполнением",м2,демонтаж геоматов георешеток геоматриц заполнением,203,геоматриц геоматов георешеток заполнением укладка
999,"""Демонтаж матрацев """"Рено""""""",м2,демонтаж матрацев рено,206,рено матрацев укладка демонтаж эхз
1000,Демонтаж бетонных матов,м3,демонтаж бетонных матов,207,матов бетонных укладка демонтаж эхз
1001,Демонтаж коробчатых габионов,м3,демонтаж коробчатых габионов,155,габионов коробчатых устройство демонтаж колонн
1002,Демонтаж контейнеров противоэрозионных с заполнением,м3,демонтаж контейнеров противоэрозионных заполнением,204,противоэрозионных контейнеров заполнением укладка демонтаж
1003,Демонтаж фундаментных стаканов под колонны и опоры,шт,демонтаж фундаментных стаканов колонны опоры,237,стаканов колонны опоры фундаментных демонтаж
1004,"Демонтаж фундаментных, стеновых блоков и плит",шт,демонтаж фундаментных стеновых блоков плит,167,фундаментных стеновых плит блоков демонтаж
1005,Демонтаж перемычек,шт,демонтаж перемычек,208,перемычек глиняных уплотнением демонтаж монтаж
1006,Демонтаж колонн,шт,демонтаж колонн,210,колонн поясов балок ригелей перемычек
1007,Демонтаж ригелей,шт,демонтаж ригелей,209,ригелей демонтаж монтаж эхз конструкции
1008,Демонтаж стеновых панелей,шт,демонтаж стеновых панелей,105,панелей стеновых ограждения железобетонных демонтаж
1009,Демонтаж плит перекрытий,шт,демонтаж плит перекрытий,168,плит перекрытий пдн демонтаж железобетонных
1010,Демонтаж ограждения из железобетонных панелей,шт,демонтаж ограждения железобетонных панелей,105,панелей стеновых ограждения железобетонных демонтаж
1011,Демонтаж железобетонных опор ВЛ/КЛС,шт,демонтаж железобетонных опор влклс,112,влклс опор деревянных железобетонных отдельно
1012,Демонтаж деревянных опор ВЛ/КЛС,шт,демонтаж деревянных опор влклс,112,влклс опор деревянных железобетонных отдельно
1013,Демонтаж отдельно стоящих металлических опор ВЛ/КЛС,шт,демонтаж отдельно стоящих металлических опор влклс,112,влклс опор деревянных железобетонных отдельно
1014,Демонтаж стальных опор ВЛ 35 - 500 кВ,шт,демонтаж стальных опор вл кв,111,вл кв проводов стальных нитки
1015,Демонтаж ограждающих конструкций стен,м2,демонтаж ограждающих конструкций стен,128,конструкций стен ограждающих цоколя сэндвичпанели
1016,Демонтаж оконных блоков,м2,демонтаж оконных блоков,169,блоков оконных сау монтаж бэт
1017,Демонтаж металлических дверных блоков (наружных),м2,демонтаж металлических дверных блоков наружных,170,дверных блоков металлических наружных установка
1018,Демонтаж ворот в зданиях и сооружениях,шт,демонтаж ворот зданиях сооружениях,212,зданиях сооружениях ворот установка демонтаж
1019,Демонтаж металлического ограждения типа Махаон,м,демонтаж металлического ограждения типа махаон,106,металлического махаон ограждения типа монтаж
1020,Демонтаж противоподкопного барьера,м,демонтаж противоподкопного барьера,220,барьера противоподкопного безопасности акл устройство
1021,Демонтаж калиток ограждения,шт,демонтаж калиток ограждения,108,ограждения калиток ворот монтаж перильного
1022,Демонтаж ворот ограждения,шт,демонтаж ворот ограждения,108,ограждения калиток ворот монтаж перильного
1023,Демонтаж инвентарных лесов,м2,демонтаж инвентарных лесов,159,инвентарных лесов устройство демонтаж конструкции
1024,Демонтаж фальшпола,м2,демонтаж фальшпола,151,фальшпола устройство демонтаж эхз конструктивных
1025,Демонтаж линолеума (полы),м2,демонтаж линолеума полы,227,полы демонтаж керамогранита ламината линолеума
1026,Демонтаж керамогранита (полы),м2,демонтаж керамогранита полы,227,полы демонтаж керамогранита ламината линолеума
1027,Демонтаж ламината (полы),м2,демонтаж ламината полы,227,полы демонтаж керамогранита ламината линолеума
1028,Демонтаж кровельного покрытия (сэндвич-панели),м2,демонтаж кровельного покрытия сэндвичпанели,135,кровельного покрытия профлист сэндвичпанели демонтаж
1029,Демонтаж кровельного покрытия (профлист),м2,демонтаж кровельного покрытия профлист,135,кровельного покрытия профлист сэндвичпанели демонтаж
1030,"Демонтаж элементов кровли (водосточная система, системы снегозадержания)",м,демонтаж элементов кровли водосточная система системы снегозадержания,146,водосточная снегозадержания система кровли элементов
1031,Демонтаж мягкой кровли,м2,демонтаж мягкой кровли,144,кровли мягкой устройство различных металлочерепицы
1032,Демонтаж кровли из шифера (черепицы),м2,демонтаж кровли шифера черепицы,143,шифера черепицы кровли устройство демонтаж
1033,Демонтаж гидроизоляции оклеечной,м2,демонтаж гидроизоляции оклеечной,148,гидроизоляции оклеечной устройство обмазочной пленки
1034,Снятие лакокрасочного покрытия вручную,м2,снятие лакокрасочного покрытия вручную,251,снятие обоев лакокрасочного вручную покрытия
1035,Пескоструйная очистка поверхности,м2,пескоструйная очистка поверхности,178,поверхности лакокрасочным покрытием акз очистка
1036,Демонтаж битумно-уретановой изоляции ручным способом,м2,демонтаж битумноуретановой изоляции ручным способом,22,битумноуретановой способом изоляции механизированным демонтаж
1037,Демонтаж битумно-уретановой изоляции трубопроводов Д 377-630 механизированным способом,м2,демонтаж битумноуретановой изоляции трубопроводов д механизированным способом,22,битумноуретановой способом изоляции механизированным демонтаж
1038,Демонтаж битумно-уретановой изоляции трубопроводов Д 720-1020 механизированным способом,м2,демонтаж битумноуретановой изоляции трубопроводов д механизированным способом,22,битумноуретановой способом изоляции механизированным демонтаж
1039,Демонтаж битумно-уретановой изоляции трубопроводов Д 1220-1420 механизированным способом,м2,демонтаж битумноуретановой изоляции трубопроводов д механизированным способом,22,битумноуретановой способом изоляции механизированным демонтаж
1040,Демонтаж изоляции ТУМ стыков трубопроводов Д <57,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1041,Демонтаж изоляции ТУМ стыков трубопроводов Д 57-89,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1042,Демонтаж изоляции ТУМ стыков трубопроводов Д 108-168,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1043,Демонтаж изоляции ТУМ стыков трубопроводов Д 219-325,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1044,Демонтаж изоляции ТУМ стыков трубопроводов Д 377-630,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1045,Демонтаж изоляции ТУМ стыков трубопроводов Д 720-1020,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1046,Демонтаж изоляции ТУМ стыков трубопроводов Д 1220-1420,стык,демонтаж изоляции тум стыков трубопроводов д,21,изоляции тум стыков демонтаж трубопроводов
1047,Демонтаж огнезащитного покрытия металлоконструкций воздуховодов,м2,демонтаж огнезащитного покрытия металлоконструкций воздуховодов,198,воздуховодов металлоконструкций демонтаж огнезащитного огнезащитное
1048,Демонтаж облицовки поверхностей из ГКЛ,м2,демонтаж облицовки поверхностей гкл,265,поверхностей окраска гкл внутренних облицовка
1049,Демонтаж перегородок из ГКЛ,м2,демонтаж перегородок гкл,263,перегородок гкл разборка бетонирование стен
1050,Демонтаж отделки стен (керамогранит),м2,демонтаж отделки стен керамогранит,125,стен керамогранит отделка наружная отделки
1051,Снятие обоев,м2,снятие обоев,251,снятие обоев лакокрасочного вручную покрытия
1052,Демонтаж внутренних дверных проемов,м2,демонтаж внутренних дверных проемов,171,проемов дверных внутренних заполнение демонтаж
1053,"""Демонтаж подвесного потолка типа """"Армстронг""""""",м2,демонтаж подвесного потолка типа армстронг,264,армстронг подвесного потолка тапа типа
1054,Демонтаж ливневой канализации,м,демонтаж ливневой канализации,160,ливневой канализации устройство демонтаж эхз
1055,Демонтаж трубопроводов внутренних инженерных сетей Д мм <57,м,демонтаж трубопроводов внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1056,Демонтаж трубопроводов внутренних инженерных сетей Д мм 57-89,м,демонтаж трубопроводов внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1057,Демонтаж трубопроводов внутренних инженерных сетей Д мм 108-168,м,демонтаж трубопроводов внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1058,Демонтаж трубопроводов внутренних инженерных сетей Д мм 219-325,м,демонтаж трубопроводов внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1059,Демонтаж ЗРА внутренних инженерных сетей Д мм <57,шт,демонтаж зра внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1060,Демонтаж ЗРА внутренних инженерных сетей Д мм 57-89,шт,демонтаж зра внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1061,Демонтаж ЗРА внутренних инженерных сетей Д мм 108-168,шт,демонтаж зра внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1062,Демонтаж ЗРА внутренних инженерных сетей Д мм 219-325,шт,демонтаж зра внутренних инженерных сетей д мм,280,инженерных внутренних сетей демонтаж зра
1063,Демонтаж оборудования внутренних инженерных сетей,шт,демонтаж оборудования внутренних инженерных сетей,280,инженерных внутренних сетей демонтаж зра
1064,Демонтаж элементов внутренних инженерных сетей,шт,демонтаж элементов внутренних инженерных сетей,280,инженерных внутренних сетей демонтаж зра
1065,Демонтаж отопительных приборов,шт,демонтаж отопительных приборов,241,отопительных приборов установка демонтаж эхз
1066,Демонтаж оборудования сетей отопления,шт,демонтаж оборудования сетей отопления,277,оборудования сетей демонтаж монтаж оэ
1067,Демонтаж воздуховодов,м2,демонтаж воздуховодов,198,воздуховодов металлоконструкций демонтаж огнезащитного огнезащитное
1068,Демонтаж трубопровода системы вентиляции,м,демонтаж трубопровода системы вентиляции,73,вентиляции системы монтаж трубопровода аварийной
1069,Демонтаж ЗРА трубопровода системы вентиляции,шт,демонтаж зра трубопровода системы вентиляции,73,вентиляции системы монтаж трубопровода аварийной
1070,"Демонтаж элементов системы вентиляции (лючки, решетки)",шт,демонтаж элементов системы вентиляции лючки решетки,73,вентиляции системы монтаж трубопровода аварийной
1071,Демонтаж оборудования системы вентиляции,шт,демонтаж оборудования системы вентиляции,73,вентиляции системы монтаж трубопровода аварийной
1072,Демонтаж вентиляторов,шт,демонтаж вентиляторов,218,вентиляторов установка демонтаж эхз конструкций
1073,Демонтаж трубопроводов наружных инженерных сетей Д мм <57,м,демонтаж трубопроводов наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1074,Демонтаж трубопроводов наружных инженерных сетей Д мм 57-89,м,демонтаж трубопроводов наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1075,Демонтаж трубопроводов наружных инженерных сетей Д мм 108-168,м,демонтаж трубопроводов наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1076,Демонтаж трубопроводов наружных инженерных сетей Д мм 219-325,м,демонтаж трубопроводов наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1077,Демонтаж трубопроводов наружных инженерных сетей Д мм 377-630,м,демонтаж трубопроводов наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1078,Демонтаж трубопроводов наружных инженерных сетей Д мм 720-1020,м,демонтаж трубопроводов наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1079,Демонтаж ЗРА наружных инженерных сетей Д мм <57,шт,демонтаж зра наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1080,Демонтаж ЗРА наружных инженерных сетей Д мм 57-89,шт,демонтаж зра наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1081,Демонтаж ЗРА наружных инженерных сетей Д мм 108-168,шт,демонтаж зра наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1082,Демонтаж ЗРА наружных инженерных сетей Д мм 377-630,шт,демонтаж зра наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1083,Демонтаж ЗРА наружных инженерных сетей Д мм 720-1020,шт,демонтаж зра наружных инженерных сетей д мм,281,инженерных наружных сетей демонтаж мм
1084,Демонтаж оборудования наружных инженерных сетей,шт,демонтаж оборудования наружных инженерных сетей,280,инженерных внутренних сетей демонтаж зра
1085,Демонтаж колодцев глубинных железобетонных,шт,демонтаж колодцев глубинных железобетонных,122,колодцев железобетонных глубинных дренажных устройство
1086,Демонтаж колодцев дренажных железобетонных,шт,демонтаж колодцев дренажных железобетонных,122,колодцев железобетонных глубинных дренажных устройство
1087,Демонтаж колодцев дренажных из полимерных материалов,шт,демонтаж колодцев дренажных полимерных материалов,121,полимерных дренажных материалов колодцев устройство
1088,Вырезка стыков трубопроводов Д мм <57,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1089,Вырезка стыков трубопроводов Д мм 57-89,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1090,Вырезка стыков трубопроводов Д мм 108-168,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1091,Вырезка стыков трубопроводов Д мм до 219-325,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1092,Вырезка стыков трубопроводов Д мм до 377-630,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1093,Вырезка стыков трубопроводов Д мм до 720-1020,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1094,Вырезка стыков трубопроводов Д мм до 1220-1420,стык,вырезка стыков трубопроводов д мм,25,вырезка стыков трубопроводов мм коробок
1095,Демонтаж ТТ Д <57,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1096,Демонтаж ТТ Д 57-89,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1097,Демонтаж ТТ Д 108-168,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1098,Демонтаж ТТ Д 219-325,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1099,Демонтаж ТТ Д 377-630,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1100,Демонтаж ТТ Д 720-1020,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1101,Демонтаж ТТ Д 1220-1420,м,демонтаж тт д,71,тт демонтаж эхз конструкций коробок
1102,Демонтаж линейных трубопроводов Д мм <57,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1103,Демонтаж линейных трубопроводов Д мм 57-89,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1104,Демонтаж линейных трубопроводов Д мм 108-168,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1105,Демонтаж линейных трубопроводов Д мм 219-325,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1106,Демонтаж линейных трубопроводов Д мм 377-630,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1107,Демонтаж линейных трубопроводов Д мм 720-1020,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1108,Демонтаж линейных трубопроводов Д мм 1220-1420,км,демонтаж линейных трубопроводов д мм,45,линейных демонтаж трубопроводов мм конструкции
1109,Вырезка гнутых отводов трубопроводов Д мм <57,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1110,Вырезка гнутых отводов трубопроводов Д мм 57-89,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1111,Вырезка гнутых отводов трубопроводов Д мм 108-168,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1112,Вырезка гнутых отводов трубопроводов Д мм 219-325,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1113,Вырезка гнутых отводов трубопроводов Д мм 377-630,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1114,Вырезка гнутых отводов трубопроводов Д мм 720-1020,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1115,Вырезка гнутых отводов трубопроводов Д мм 1220-1420,шт,вырезка гнутых отводов трубопроводов д мм,40,вырезка гнутых отводов трубопроводов мм
1116,Демонтаж футеровки из футеровочных реек трубопроводов Д мм 219-325,км,демонтаж футеровки футеровочных реек трубопроводов д мм,52,реек футеровки футеровочных демонтаж трубопроводов
1117,Демонтаж футеровки из футеровочных реек трубопроводов Д мм 377-630,км,демонтаж футеровки футеровочных реек трубопроводов д мм,52,реек футеровки футеровочных демонтаж трубопроводов
1118,Демонтаж футеровки из футеровочных реек трубопроводов Д мм 720-1020,км,демонтаж футеровки футеровочных реек трубопроводов д мм,52,реек футеровки футеровочных демонтаж трубопроводов
1119,Демонтаж футеровки из футеровочных реек трубопроводов Д мм 1220-1420,км,демонтаж футеровки футеровочных реек трубопроводов д мм,52,реек футеровки футеровочных демонтаж трубопроводов
1120,Демонтаж свечи вытяжной Д мм до 89,шт,демонтаж свечи вытяжной д мм,104,свечи вытяжной кожуху мм установка
1121,Демонтаж свечи вытяжной Д мм 108 - 168,шт,демонтаж свечи вытяжной д мм,104,свечи вытяжной кожуху мм установка
1122,Демонтаж свечи вытяжной Д мм 219 - 325,шт,демонтаж свечи вытяжной д мм,104,свечи вытяжной кожуху мм установка
1123,Демонтаж технологической газовой ЗРА Д мм <57,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1124,Демонтаж технологической газовой ЗРА Д мм 57-89,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1125,Демонтаж технологической газовой ЗРА Д мм 108-168,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1126,Демонтаж технологической газовой ЗРА Д мм 219-325,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1127,Демонтаж технологической газовой ЗРА Д мм 377-630,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1128,Демонтаж технологической газовой ЗРА Д мм 720-1020,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1129,Демонтаж технологической газовой ЗРА Д мм 1220-1420,шт,демонтаж технологической газовой зра д мм,279,газовой технологической зра демонтаж мм
1130,Демонтаж вставки электроизолирующей на трубопроводе Д мм <57,шт,демонтаж вставки электроизолирующей трубопроводе д мм,36,электроизолирующей вставки трубопроводе мм демонтаж
1131,Демонтаж вставки электроизолирующей на трубопроводе Д мм 57-89,шт,демонтаж вставки электроизолирующей трубопроводе д мм,36,электроизолирующей вставки трубопроводе мм демонтаж
1132,Демонтаж вставки электроизолирующей на трубопроводе Д мм 108-168,шт,демонтаж вставки электроизолирующей трубопроводе д мм,36,электроизолирующей вставки трубопроводе мм демонтаж
