task_id;task_name;measurement;subtasks
885;Прокладка кабеля электрической сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 6 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
886;Прокладка кабеля электрической сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 9 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
887;Прокладка кабеля электрической сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 18 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
888;Установка муфт соединительных (кабель массой 1 м до 1 кг);шт;"Состав работ:
01. Разделка кабеля;
02. Удаление полупроводящего экрана по изоляции;
03. Соединение и оконцевание жил кабеля;
04. Термоусадка (опрессовка);
05. Монтаж заземления;
06. Монтаж защитного кожуха."
889;Установка муфт соединительных (кабель массой 1 м до 3 кг);шт;"Состав работ:
01. Разделка кабеля;
02. Удаление полупроводящего экрана по изоляции;
03. Соединение и оконцевание жил кабеля;
04. Термоусадка (опрессовка);
05. Монтаж заземления;
06. Монтаж защитного кожуха."
890;Установка муфт соединительных (кабель массой 1 м до 6 кг);шт;"Состав работ:
01. Разделка кабеля;
02. Удаление полупроводящего экрана по изоляции;
03. Соединение и оконцевание жил кабеля;
04. Термоусадка (опрессовка);
05. Монтаж заземления;
06. Монтаж защитного кожуха."
891;Установка муфт соединительных (кабель массой 1 м до 9 кг);шт;"Состав работ:
01. Разделка кабеля;
02. Удаление полупроводящего экрана по изоляции;
03. Соединение и оконцевание жил кабеля;
04. Термоусадка (опрессовка);
05. Монтаж заземления;
06. Монтаж защитного кожуха."
892;Установка муфт соединительных (кабель массой 1 м до 18 кг);шт;"Состав работ:
01. Разделка кабеля;
02. Удаление полупроводящего экрана по изоляции;
03. Соединение и оконцевание жил кабеля;
04. Термоусадка (опрессовка);
05. Монтаж заземления;
06. Монтаж защитного кожуха."
893;Разводка по устройствам и подключение жил электрических кабелей;жил;"Состав работ:
01. Комплектование проводов.
02. Расключение кабеля.
03. Обжим наконечников жил
04. Присоединение."
894;Монтаж оборудования сетей ЭМ;шт;"Состав работ:
01. Сборка, установка, проверка и настройка устройства.
02. Сушка.
03. Формовка.
04. Присоединение."
895;Монтаж приборов, устройств и электроустановочных изделий сетей ЭМ;шт;"Состав работ:
01. Изготовление и установка конструкций под приборы. 
02. Установка приборов. 
03. Присоединение. 
04. Опробование на зажигание.
НОРМА ПРИМЕНИТЕЛЬНА ПРИ МОНТАЖЕ КОНЦЕВЫХ МУФТ"
896;Монтаж светильников наружного освещения;шт;"Состав работ:
01. Заготовка проводов. 
02. Сборка светильников. 
03. Подъем кронштейна и светильника на опору. 
04. Крепление кронштейна и светильника. 
05. Присоединение проводов светильника к линиям освещения."
897;Монтаж прожекторов на мачте;шт;"Состав работ:
01. Изготовление кронштейнов и конструкций. 
02. Установка кронштейнов и конструкций. 
03. Монтаж прожекторов. 
04. Присоединение. 
05. Ввертывание ламп. 
06. Фокусировка. 
07. Опробование на зажигание. 
08. Сборка прожекторов в блоки."
898;Монтаж фотодатчиков;шт;"Состав работ:
01. Демонтаж и монтаж створок обрамления дверного проема кабины.
02. Монтаж фотодатчика.
03. Регулировка положения фотодатчика.
04. Проверка работы фотодатчика реверса."
899;Прокладка и присоединение проводника заземляющего из полосовой оцинкованной стали;м;"Состав работ:
01. Соединение 2-х концов полосы заземления при помощи сварки, зачистка, АКЗ сварного соединения.
02. Прокладка полосы заземления в траншее.
03. Приварка заземляющего контура к свае в траншее, зачистка, АКЗ сварного соединения."
900;Монтаж защитного заземления зданий и сооружений с вертикальным заземлителем;м;"Состав работ:
01. Изготовление заземлителей.
02. Монтаж и заглубление заземлителя и проводника.
03. Приварка."
901;Монтаж защитного заземления зданий и сооружений с горизонтальным заземлителем;м;"Состав работ:
01. Изготовление заземлителей.
02. Установка.
03. Приварка."
902;Прокладка и присоединение проводника заземляющего из изолированного провода;м;"Состав работ:
01. Установка и монтаж.
02. Нумерация по трафарету."
903;Прокладка саморегулирующейся электрической нагревательной ленты;м;"Состав работ:
01. Установка и снятие барабана.
02. Протяжка и прокладка кабеля.
03. Закрепление кабеля.
04. Монтаж комплекта  для соединения саморегулирующихся электрических нагревательных лент.
05. Проверка состояния изоляции кабеля до и после прокладки.
06. Маркировка."
904;Монтаж соединительных коробок;шт;"Состав работ:
01. Установка и монтаж.
02. Разделка конца кабеля.
03. Заделка конца кабеля с установкой наконечника.
04. Установка и крепление заделки.
05. Нумерация по трафарету.
06. Установка конструкций."
905;Монтаж оборудования сетей ОЭ;шт;"Состав работ:
01. Установка и монтаж.
02. Нумерация по трафарету."
906;Установка знака предупредительного самоклеящегося;шт;"Состав работ:
01. Подготовка поверхности под оклейку. 02. Приготовление грунтовочного состава. 03. Нанесение грунтовочного состава на поверхность стен. 
04. Раскрой пленки. 
05. Наклеивание полотнищ внахлестку. 
06. Протирка оклеенной поверхности ветошью."
907;Прокладка кабеля слаботочной сети в траншее (массой 1 м до 1 кг);м;"Состав работ:
01. Устройство постели.
02. Установка и снятие тали.
03. Установка и снятие барабана.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы.
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка.
10. Покрытие кабеля, проложенного в траншее лентой сигнальной."
908;Прокладка кабеля слаботочной сети в траншее (массой 1 м до 3 кг);м;"Состав работ:
01. Устройство постели.
02. Установка и снятие тали.
03. Установка и снятие барабана.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы.
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка.
10. Покрытие кабеля, проложенного в траншее лентой сигнальной."
909;Прокладка кабеля слаботочной сети в траншее (массой 1 м до 6 кг);м;"Состав работ:
01. Устройство постели.
02. Установка и снятие тали.
03. Установка и снятие барабана.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы.
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка.
10. Покрытие кабеля, проложенного в траншее лентой сигнальной."
910;Прокладка кабеля слаботочной сети в траншее (массой 1 м до 9 кг);м;"Состав работ:
01. Устройство постели.
02. Установка и снятие тали.
03. Установка и снятие барабана.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы.
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка.
10. Покрытие кабеля, проложенного в траншее лентой сигнальной."
911;Прокладка кабеля слаботочной сети по эстакадам (массой 1 м до 1 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
912;Прокладка кабеля слаботочной сети по эстакадам (массой 1 м до 3 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
913;Прокладка кабеля слаботочной сети по эстакадам (массой 1 м до 6 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
914;Прокладка кабеля слаботочной сети по эстакадам (массой 1 м до 9 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
915;Прокладка кабеля слаботочной сети по эстакадам высотой свыше 15 м (массой 1 м до 1 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
916;Прокладка кабеля слаботочной сети по эстакадам высотой свыше 15 м (массой 1 м до 3 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
917;Прокладка кабеля слаботочной сети по эстакадам высотой свыше 15 м (массой 1 м до 6 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
918;Прокладка кабеля слаботочной сети по эстакадам высотой свыше 15 м (массой 1 м до 9 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Маркировка."
919;Прокладка кабеля слаботочной сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 1 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
920;Прокладка кабеля слаботочной сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 3 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
921;Прокладка кабеля слаботочной сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 6 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
922;Прокладка кабеля слаботочной сети по конструкциям, в трубах, блоках и коробах (массой 1 м до 9 кг);м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
923;Разводка по устройствам и подключение жил слаботочных кабелей;жил;"Состав работ:
01. Комплектование проводов.
02. Присоединение."
924;Прокладка кабеля ВОЛС в траншее;м;"Состав работ:
01. Разметки трассы для прокладки кабеля в полевых условия.
02. Промер трассы с привязкой на местности.		
03. Подноска песка (мягкого грунта) на расстояние до 10 м.
04. Устройство нижнего слоя постели из песка (мягкого грунта).
05. Погрузка и разгрузка барабана.
06. Размотка кабеля с тележки вдоль траншеи.	
07. Подноска кабеля к траншее на расстояние до 25 м.	
08. Укладки кабеля на дно траншеи.
09. Устройство верхнего слоя постели после прокладки кабеля в траншее.
10. Укладка сигнальной ленты в траншею.		
11. Замер трассы уложенного кабеля.		
12. Установка временных знаков на стыках и поворота.
13. Входной контроль и измерение затухания волоконно-оптического кабеля.
14. Измерение на смонтированном участке в одном направлении затухания бронированного волоконно-оптического кабеля."
925;Прокладка кабеля ВОЛС по кабельной эстакаде;м;"Состав работ:
01. Установка и снятие тали.
02. Установка и снятие барабана.
03. Установка якоря.
04. Монтаж и демонтаж переговорной связи.
05. Установка и снятие роликов.
06. Прокладка кабеля.
07. Установка капы. 
08. Проверка состояния изоляции кабеля до и после прокладки.
09. Входной контроль и измерение затухания волоконно-оптического кабеля.
10. Измерение на смонтированном участке в одном направлении затухания бронированного волоконно-оптического кабеля.
11. Маркировка."
926;Прокладка самонесущего кабеля ВОЛС по железобетонным и стальным опорам вручную;м;"Состав работ:
01. Установка и снятие лебедки.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Входной контроль и измерение затухания волоконно-оптических кабеля.
09. Маркировка."
927;Монтаж оборудования сетей СПБА;шт;"Состав работ:
01. Монтаж оборудования СПБА."
928;Монтаж приборов, устройств и электроустановочных изделий сетей СПБА;шт;"Состав работ:
01. Монтаж приборов СПБА."
929;Монтаж оборудования сетей СС;шт;"Состав работ:
01. Монтаж оборудования."
930;Монтаж приборов, устройств и электроустановочных изделий сетей СС;шт;"Состав работ:
01. Монтаж приборов.
02. Электрическая проверка и настройка канала ввода-вывода информации."
931;Монтаж оборудования сетей ПС;шт;"Состав работ:
01. Монтаж оборудования."
932;Монтаж приборов, устройств и электроустановочных изделий сетей ПС;шт;"Состав работ:
01. Монтаж приборов ПС."
933;Монтаж оборудования сетей СОП;шт;"Состав работ:
01. Монтаж оборудования."
934;Монтаж приборов, устройств и электроустановочных изделий сетей СОП;шт;"Состав работ:
01. Монтаж приборов."
935;Монтаж оборудования сетей СКС;шт;"Состав работ:
01. Монтаж оборудования."
936;Монтаж приборов, устройств и электроустановочных изделий СКС;шт;"Состав работ:
01. Монтаж приборов."
937;Монтаж оборудования сетей РТ;шт;"Состав работ:
01. Монтаж оборудования. (Дроссель или трансформатор)."
938;Монтаж приборов, устройств и электроустановочных изделий РТ;шт;"Состав работ:
01. Монтаж приборов. (конденсатор)."
939;Монтаж оборудования сетей КТСО;шт;"Состав работ:
01. Распаковка элементов системы управления доступом, внешний осмотр на наличие видимых повреждений.
02. Разметка и сверление отверстий для крепления элементов системы управления доступом.
03. Установка элементов системы управления доступом, включая затяжку винтов до проектного усилия.
04. Соединение элементов системы управления доступом между собой согласно схеме и подключение к блоку питания.
05. Назначение мастер-ключа.
06. Добавление простых ключей.
07. Добавление блокирующих ключей.
08. Настройка времени открывания двери.
09. Настройка режима ""Блокировка"".
10. Настройка режима ""Доступ"".
11. Проверка работы системы с запрограммированными функциями.
12. Установка заглушек в отверстия для крепежных винтов."
940;Монтаж приборов, устройств и электроустановочных изделий КТСО;шт;"Состав работ:
01. Установка видеокамеры в кожух.
02. Разметка и сверление отверстий.
03. Установка кронштейна для монтажа камеры видеонаблюдения, включая завинчивание винтов до проектного усилия.
04. Подключение камеры видеонаблюдения к сети, настройка сетевых параметров.
05. Крепление камеры видеонаблюдения к кронштейну.
06. Настройка изображения и фокуса."
941;Монтаж кабельных линий КТСО;м;"Состав работ:
01. Установка и снятие лебедки.
02. Установка и снятие барабана.
03. Монтаж и демонтаж переговорной связи.
04. Установка и снятие роликов.
05. Прокладка кабеля.
06. Установка капы.
07. Проверка состояния изоляции кабеля до и после прокладки.
08. Маркировка."
942;Установка программного обеспечения: наи-ние подвида системы (пример - системы ИБ);компл;"Состав работ:
01. Настройка системы контроля.
02. Конфигурация, отладка взаимодействия всех сетевых компонентов управляющего комплекса.
03. Создание виртуальной и реальной базы данных сетевых элементов на сервере из расчета на один контролируемый объект.
04. Управление и контроль сетевых элементов."
943;Монтаж оборудования сетей АТ;шт;"Состав работ:
01. Монтаж оборудования (пульт, рабочее место)."
944;Монтаж приборов, устройств и электроустановочных изделий АТ;шт;"Состав работ:
01. Установка аппаратуры настольной."
945;Монтаж импульсных линий;м;"Состав работ:
01. Подгонка с гнутьем труб
02. Монтаж импульсных линий со сваркой аргоном (или наплавлением)."
946;Присоединение к приборам трубных проводок;шт;"Состав работ:
01. Присоединение к приборам трубных проводок."
947;Устройство технологических врезок под КИПиА;шт;"Состав работ:
01. Перекрытие запорной арматуры и спуск воды из участка трубопровода.
02. Вырубка борозды для удобства работ.
03. Вырезка отверстия в трубопроводе, изготовление и приварка штуцера.
04. Насадка и приварка фланцев к штуцеру.
05. Установка арматуры фланцевой.
06. Пуск системы."
948;Подвеска изолированного провода ВЛ 6-10 кВ в три нитки с помощью механизмов;м;"Состав работ:
01. Сборка изоляторов в гирлянды для сложных опор.
02. Раскатка проводов.
03. Соединение проводов.
04. Подъем проводов на опоры.
05. Натягивание и визирование проводов.
06. Крепление проводов и устройство перемычек."
949;Подвеска изолированного провода ВЛ 35-500 кВ в три нитки с помощью механизмов;м;"Состав работ:
01. Сборка изоляторов в гирлянды.
02. Раскатка проводов по земле с раскаточных устройств.
03. Уборка проводов в землю при пересечении дорог.
04. Соединение проводов в пролетах со скруткой или опрессовкой.
05. Подъем и закрепление гирлянд изоляторов, раскаточных монтажных роликов и проводов к промежуточным опорам. Отцепка подъемного троса.
06. Установка натяжных зажимов, натягивание и визирование проводов.
07. Перекладка проводов из раскаточных монтажных роликов в поддерживающие зажимы без опускания на землю.
08. Снятие раскаточных монтажных роликов.
09. Установка гасителей вибрации.
10. Устройство обводных шлейфов анкерно-угловых опор."
950;Подвеска провода через преграды (вкл. водные) в три нитки с тросом с помощью механизмов 6-10 кВ;переход;"Состав работ:
01. Раскатка и перетаскивание проводов через препятствия.
02. Крепление проводов."
951;Подвеска провода через преграды (вкл. водные) в три нитки с тросом с помощью механизмов 35-500 кВ;переход;"Состав работ:
01. Бурение ям под защиты.
02. Заготовка, установка и разборка временных защит.
03. Сборка изоляторов в гирлянды.
04. Раскатка проводов с перетаскиванием через временные защиты.
05. Опрессовка натяжных или болтовых зажимов и присоединение их к гирляндам.
06. Закладка в монтажные ролики, подъем на опоры и крепление проводов к траверсам.
07. Снятие раскаточных монтажных роликов с опор.
08. Установка гасителей вибрации.
09. Устройство обводных шлейфов анкерно-угловых опор."
952;Монтаж кабельных муфт до 10 кВ;шт;"Состав работ:
01. Установка и снятие палатки.
02. Разделка концов кабелей.
03. Соединение жил кабелей.
04. Надевание уплотнительных колец.
05. Установка муфты.
06. Приготовление и заливка с доливкой в муфты эпоксидного компаунда."
953;Монтаж изоляторов напряжением до 10 кВ;шт;"Состав работ:
01. Установка.
02. Присоединение."
954;Монтаж разъединителей;шт;"Состав работ:
01. Установка.
02. Присоединение."
955;Монтаж электротехнических элементов (ОПН, РВО, РДИП, УЗАП, УЗИП);компл;"Состав работ:
01. Монтаж электротехнических элементов ОПН.
02. Монтаж электротехнических элементов РВО, РДИП.
03. Монтаж электротехнических элементов УЗАП, УЗИП."
956;Монтаж электротехнического оборудования (МТПО, АПС, ПКУЭ);компл;"Состав работ:
01. Монтаж электротехнического оборудования МТПО.
02. Монтаж электротехнического оборудования АПС.
03. Монтаж электротехнического оборудования ПКУЭ."
957;Монтаж оборудования массой до 3 тн;шт;"Состав работ:
01. Монтаж оборудования."
958;Монтаж оборудования массой до 13 тн;шт;"Состав работ:
01. Монтаж оборудования."
959;Монтаж оборудования массой до 27 тн;шт;"Состав работ:
01. Монтаж оборудования."
960;Монтаж оборудования массой до 60 тн;шт;"Состав работ:
01. Монтаж оборудования."
961;Монтаж оборудования массой до 125 тн;шт;"Состав работ:
01. Монтаж оборудования."
962;Монтаж оборудования массой до 250 тн;шт;"Состав работ:
01. Монтаж оборудования."
963;Досборка оборудования;компл;
964;Монтаж блок-боксов контейнерного типа;шт;"Состав работ:
01. Распаковка, осмотр, расконсервация на накопительной площадке.
02. Перемещение блок-боксов на стреле трубоукладчика к месту монтажа на расстояние до 200 м и укладка их на подкладные брусья.
03. Выгрузка брусьев для установки блок-боксов на монтажной площадке из специальной автомашины (вездехода) и их погрузка по окончании работ по установке блок-боксов в проектное положение.
04. Переноска брусьев от автомашины (и к автомашине по окончании работ по установке блок боксов в проектное положении) на расстояние до 10 м.
05. Подъем и установка блок-боксов с выверкой.
06. Приварка к закладным пластинам фундамента."
965;Транспортировка ОПИ и сыпучих материалов;т;"Состав работ:
01. Перемещение грунта на расстояние 10 км до места производства работ.
02. Разгрузка грунта самосвалом.
03. Перемещение самосвала на расстояние 10 км для следующей погрузки."
966;Транспортировка МТР и Оборудования;т;"Состав работ:
01. Погрузка, транспортировка и разгрузка материалов на 1 км."
967;Перевозка леса;т;"Состав работ:
01. Погрузка, транспортировка и разгрузка леса круглого на расстояние 10 км."
968;Транспортировка воды;т;"Состав работ:
01. Заправка автоцистерны водой с карьера.
02. Перемещение автоцистерны с водой на расстояние 5 км до места производства работ.
03. Слив воды в резервуар.
04. Перемещение пустой автоцистерны на расстояние 5 км для следующей заправки."
969;Вывоз труб на трассу;т;"Состав работ:
01. Сборка плетевоза в рабочее и транспортное положение.
02. Погрузка трубоукладчиком двухтрубных секций на плетевозы труб Ду 1400.
03. Перемещение трубоплетевоза до места производства работ на расстояние 30 км.
04. Сборка плетевоза в рабочее и транспортное положение.
05. Разгрузка трубоукладчиком двухтрубных секций Ду 1400.
06. Перемещение трубоплетевоза для следующей погрузки."
970;Транспортировка ОПИ и сыпучих материалов;т/км;"Состав работ:
01. Перемещение грунта до места производства работ.
02. Разгрузка грунта самосвалом.
03. Перемещение самосвала для следующей погрузки."
971;Транспортировка МТР и Оборудования;т/км;"Состав работ:
01. Погрузка, транспортировка и разгрузка материалов."
972;Перевозка леса;т/км;"Состав работ:
01. Погрузка, транспортировка и разгрузка леса круглого."
973;Транспортировка воды;т/км;"Состав работ:
01. Заправка автоцистерны водой с карьера.
02. Перемещение автоцистерны с водой до места производства работ.
03. Слив воды в резервуар.
04. Перемещение пустой автоцистерны для следующей заправки."
974;Вывоз труб на трассу;т/км;"Состав работ:
01. Сборка плетевоза в рабочее и транспортное положение.	
02. Погрузка и разгрузка трубоукладчиком двухтрубных секций на плетевозы труб Ду 1400.	
03. Перемещение и возвращение за следующей погрузкой.	"
975;Комплекс работ по устройству общежития блочно-модульного типа;к.м.;"Состав работ:
01. Устройство свайного основания.
02. Монтаж блок-модуля жилых помещений и столовой с оборудованием.
03. Устройство канализации.
04. Монтаж сетей водоснабжения.
05. Монтаж пожарных извещателей.
06. Монтаж сетей электроснабжения."
976;Комплекс работ по расширению общежития блочно-модульного типа;к.м.;"Состав работ:
01. Устройство свайного основания.
02. Монтаж блок-модуля.
03. Устройство канализации.
04. Монтаж сетей водоснабжения.
05. Монтаж пожарных извещателей.
06. Монтаж сетей электроснабжения."
977;Устройство производственного ВЗиС (склад);шт;Комплекс работ по строительству складского помещения
978;Устройство стоянки техники и автотранспорта;шт;Комплекс работ по устройству сооружения на территории ВЗиС
979;Устройство емкости канализационных стоков;шт;Комплекс работ по устройству сооружения на территории ВЗиС
980;Устройство водоподающей станции;шт;Комплекс работ по устройству сооружения на территории ВЗиС
981;Устройство КПП (шлагбаум);шт;Комплекс работ по устройству сооружения на территории ВЗиС
982;Комплекс работ по возведению ВЖК из вагон-домов;к.м.;Комплекс работ по устройству сооружения на территории ВЗиС
983;Комплекс работ по возведению ВЖК комбинированного типа;к.м.;"Состав работ:
01. Устройство основания.
02. Устройство основания из Ж/Б плит ПДН.
03. Монтаж на плитное основание вагон-дома.
04. Устройство свайного основания.
05. Монтаж блок-модуля.
06. Устройство канализации.
07. Монтаж сетей водоснабжения.
08. Монтаж пожарных извещателей.
09. Монтаж сетей электроснабжения."
984;Штробление каналов;м;"Состав работ:
01. Разметка и пропил борозд штроборезом.
02. Зачистка борозд перфоратором."
